Account,date,daily_pnl,trades,fg_value,profit_bucket,next_day_bucket,Cluster
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-24,-216.431703,25,45.0,Loss,Profit,2
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-25,87.95347999999998,3,46.0,Profit,Profit,2
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-26,69.285,3,47.0,Profit,Neutral,2
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-30,0.0,3,32.0,Neutral,Profit,2
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-31,798.187528,16,34.0,Profit,Loss,2
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-01,-680.287463,19,34.0,Loss,Profit,2
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-02,93.006465,4,44.0,Profit,Neutral,2
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-03,7.052034,14,25.0,Neutral,Neutral,2
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-04,0.0,2,28.0,Neutral,Loss,2
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-05,-132.88134,25,30.0,Loss,Loss,2
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-06,-1400.5515480000001,15,34.0,Loss,Loss,2
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-07,-5651.552238,48,23.0,Loss,Loss,2
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-08,-6745.027414,42,24.0,Loss,Loss,2
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-09,-3911.273892,56,18.0,Loss,Profit,2
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-10,258.032458,21,39.0,Profit,Profit,2
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-11,608.246567,28,25.0,Profit,Profit,2
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-12,3105.920269,41,43.0,Profit,Profit,2
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-13,490.32631200000003,26,45.0,Profit,Profit,2
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-14,263.769257,7,31.0,Profit,Profit,2
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-16,17.022667,11,29.0,Profit,Profit,2
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-17,169.67583499999998,29,30.0,Profit,Profit,2
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-19,64.128219,2,32.0,Profit,Profit,2
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-20,12.652267000000005,21,37.0,Profit,Neutral,2
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-21,-2.1503300000000003,12,39.0,Neutral,Loss,2
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-22,-282.266207,14,47.0,Loss,Profit,2
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-23,511.720343,45,72.0,Profit,Profit,2
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-24,350.896638,24,63.0,Profit,Neutral,2
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-25,0.0,7,60.0,Neutral,Profit,2
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-26,147.607393,18,65.0,Profit,Profit,2
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-27,361.183441,13,61.0,Profit,Profit,2
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-28,146.420556,9,54.0,Profit,Profit,2
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-29,30.495403,7,60.0,Profit,Profit,2
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-14,0.0,1,83.0,Neutral,Profit,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-19,7440.638159,89,75.0,Profit,Profit,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-20,53635.529649,238,74.0,Profit,Profit,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-27,357.346725,18,74.0,Profit,Profit,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-30,2227.18659,38,65.0,Profit,Neutral,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-08,0.0,139,70.0,Neutral,Profit,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-09,35352.95374,96,69.0,Profit,Profit,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-10,2812.7685,27,50.0,Profit,Profit,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-12,927.412681,390,62.0,Profit,Neutral,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-13,0.0,23,61.0,Neutral,Profit,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-16,13963.52,4,75.0,Profit,Profit,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-19,1519.769822,30,77.0,Profit,Loss,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-20,-2427.873799,43,76.0,Loss,Neutral,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-20,0.0,13,49.0,Neutral,Profit,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-24,856.4737299999999,41,49.0,Profit,Profit,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-25,11271.895074,215,25.0,Profit,Profit,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-26,22137.551238,50,21.0,Profit,Profit,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-27,503.31943,12,10.0,Profit,Profit,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-28,22299.186495,89,16.0,Profit,Neutral,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-03,0.0,19,33.0,Neutral,Neutral,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-04,0.0,155,15.0,Neutral,Profit,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-06,5109.859504,15,25.0,Profit,Neutral,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-07,0.0,57,34.0,Neutral,Neutral,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-10,0.08712,114,20.0,Neutral,Neutral,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-11,0.0,84,24.0,Neutral,Neutral,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-13,0.0,15,45.0,Neutral,Profit,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-20,4839.59228,195,49.0,Profit,Neutral,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-21,0.0,17,31.0,Neutral,Profit,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-22,4350.379248,53,32.0,Profit,Profit,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-23,2897.148962,76,30.0,Profit,Profit,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-24,48946.705539,185,45.0,Profit,Profit,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-25,30531.101000000002,50,46.0,Profit,Profit,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-26,9261.449882,140,47.0,Profit,Profit,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-29,314.6728,23,26.0,Profit,Profit,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-30,5362.529222,21,32.0,Profit,Profit,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-31,4750.8109939999995,47,34.0,Profit,Profit,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-02,444.205198,16,44.0,Profit,Neutral,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-03,0.0,60,25.0,Neutral,Neutral,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-04,0.0,51,28.0,Neutral,Profit,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-05,31134.240601999998,102,30.0,Profit,Neutral,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-06,0.0,103,34.0,Neutral,Profit,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-07,13642.628143,189,23.0,Profit,Profit,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-08,221.0,3,24.0,Profit,Profit,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-09,107892.62706,290,18.0,Profit,Profit,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-10,84856.33534,222,39.0,Profit,Profit,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-11,122461.112004,74,25.0,Profit,Neutral,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-12,0.0,68,43.0,Neutral,Profit,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-14,21531.8321,76,31.0,Profit,Neutral,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-15,0.0,51,38.0,Neutral,Profit,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-16,3088.0,1,29.0,Profit,Loss,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-17,-110.0,6,30.0,Loss,Loss,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-21,-681.29819,23,39.0,Loss,Profit,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-22,132.0,6,47.0,Profit,Profit,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-23,2875.230157,121,72.0,Profit,Profit,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-24,459.24741,23,63.0,Profit,Neutral,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-25,0.0,3,60.0,Neutral,Profit,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-26,47.876234000000004,41,65.0,Profit,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-13,0.0,7,81.0,Neutral,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-14,65.480454,1,88.0,Profit,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-15,338.42832,8,83.0,Profit,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-16,228.57984,6,81.0,Profit,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-17,429.683075,14,79.0,Profit,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-18,0.0,12,77.0,Neutral,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-19,0.0,4,79.0,Neutral,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-21,0.0,1,78.0,Neutral,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-25,1302.916428,7,75.0,Profit,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-26,20.599193,7,81.0,Profit,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-27,189.192,27,83.0,Profit,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-28,0.0,3,80.0,Neutral,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-29,883.097404,15,79.0,Profit,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-31,912.786145,13,75.0,Profit,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-01,0.840939,29,79.0,Neutral,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-02,883.760812,37,79.0,Profit,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-04,0.0,32,70.0,Neutral,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-05,4444.4983010000005,10,79.0,Profit,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-06,236.33513399999998,16,75.0,Profit,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-07,0.0,23,78.0,Neutral,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-08,0.0,28,76.0,Neutral,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-09,0.0,3,80.0,Neutral,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-10,5207.443414,41,78.0,Profit,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-11,389.743164,16,76.0,Profit,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-12,0.0,21,79.0,Neutral,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-13,0.0,18,72.0,Neutral,Loss,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-14,-36565.98544,64,72.0,Loss,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-15,0.0,3,74.0,Neutral,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-19,1946.4454620000001,35,66.0,Profit,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-20,0.0,2,66.0,Neutral,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-22,0.0,9,73.0,Neutral,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-23,759.2148159999999,54,71.0,Profit,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-24,279.185907,20,72.0,Profit,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-25,0.0,6,72.0,Neutral,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-27,4281.488139,27,67.0,Profit,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-28,0.0,8,65.0,Neutral,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-29,526.9338359999999,31,67.0,Profit,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-30,0.0,24,67.0,Neutral,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-01,0.0,14,54.0,Neutral,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-03,5319.861625,23,48.0,Profit,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-04,0.0,6,67.0,Neutral,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-05,0.0,4,69.0,Neutral,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-06,968.59038,9,71.0,Profit,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-07,656.21704,10,68.0,Profit,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-08,0.0,10,64.0,Neutral,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-09,1147.595856,25,55.0,Profit,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-10,2101.741695,22,66.0,Profit,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-11,251.604742,9,53.0,Profit,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-12,0.0,10,56.0,Neutral,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-13,2136.853859,25,57.0,Profit,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-14,1150.5233050000002,23,66.0,Profit,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-15,948.970582,36,64.0,Profit,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-16,214.5898,24,70.0,Profit,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-18,3522.3946610000003,25,73.0,Profit,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-19,0.0,8,72.0,Neutral,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-20,0.0,7,70.0,Neutral,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-21,6017.309216,53,76.0,Profit,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-22,0.0,6,76.0,Neutral,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-07,7329.223137999999,52,77.0,Profit,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-08,0.0,7,72.0,Neutral,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-09,0.0,5,75.0,Neutral,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-10,0.0,4,72.0,Neutral,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-11,0.0,21,74.0,Neutral,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-14,0.0,16,74.0,Neutral,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-15,2084.433906,38,74.0,Profit,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-17,1268.7590360000002,14,71.0,Profit,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-18,0.0,7,74.0,Neutral,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-19,2053.973644,17,64.0,Profit,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-20,0.0,4,60.0,Neutral,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-21,773.5582039999999,11,63.0,Profit,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-22,0.0,3,53.0,Neutral,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-24,0.0,21,51.0,Neutral,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-26,4197.732182,31,46.0,Profit,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-27,0.0,12,40.0,Neutral,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-29,1842.738325,17,30.0,Profit,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-30,0.0,3,47.0,Neutral,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-01,1202.488212,13,53.0,Profit,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-03,1118.387284,10,50.0,Profit,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-04,0.0,14,44.0,Neutral,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-05,0.0,20,29.0,Neutral,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-10,11595.627026,43,28.0,Profit,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-11,1876.812082,19,29.0,Profit,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-12,0.0,10,25.0,Neutral,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-13,2678.839374,13,25.0,Profit,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-14,0.0,7,33.0,Neutral,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-15,0.0,21,52.0,Neutral,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-16,0.0,22,65.0,Neutral,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-17,0.0,9,69.0,Neutral,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-18,2569.979964,53,61.0,Profit,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-19,2120.091364,16,60.0,Profit,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-20,129.66130099999998,9,74.0,Profit,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-21,0.0,3,74.0,Neutral,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-22,2273.29301,21,70.0,Profit,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-23,0.0,2,71.0,Neutral,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-24,0.0,21,69.0,Neutral,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-25,0.0,65,68.0,Neutral,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-26,0.0,10,68.0,Neutral,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-27,6400.623656,52,72.0,Profit,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-28,0.0,3,71.0,Neutral,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-30,0.0,6,67.0,Neutral,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-31,0.0,3,61.0,Neutral,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-01,0.0,13,52.0,Neutral,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-02,0.0,36,57.0,Neutral,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-03,0.0,13,37.0,Neutral,Loss,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-04,-108604.496278,72,34.0,Loss,Loss,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-05,-4779.219012,17,26.0,Loss,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-09,11147.900554,12,48.0,Profit,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-11,847.7766200000001,8,39.0,Profit,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-12,858.6705000000001,16,25.0,Profit,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-13,0.0,5,31.0,Neutral,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-14,2168.9015130000003,9,30.0,Profit,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-16,0.0,2,27.0,Neutral,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-18,307.201888,14,31.0,Profit,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-20,192.602844,8,30.0,Profit,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-23,1005.30527,10,34.0,Profit,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-24,0.0,2,56.0,Neutral,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-25,0.0,4,54.0,Neutral,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-26,231.236918,5,55.0,Profit,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-27,0.0,7,48.0,Neutral,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-28,0.0,7,30.0,Neutral,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-30,0.0,3,34.0,Neutral,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-02,0.0,2,26.0,Neutral,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-04,0.0,1,27.0,Neutral,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-06,0.0,4,22.0,Neutral,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-20,9585.03428,12,54.0,Profit,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-22,0.0,3,52.0,Neutral,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-23,334.760796,2,50.0,Profit,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-25,0.0,6,59.0,Neutral,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-26,439.812513,3,50.0,Profit,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-27,0.0,10,61.0,Neutral,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-30,2710.626288,10,61.0,Profit,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-01,0.0,4,50.0,Neutral,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-02,0.0,4,42.0,Neutral,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-03,0.0,4,37.0,Neutral,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-05,5767.161892,36,49.0,Profit,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-06,130.487079,22,50.0,Profit,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-07,0.0,21,50.0,Neutral,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-08,5396.546638,35,49.0,Profit,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-09,396.06272,14,49.0,Profit,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-10,0.0,16,39.0,Neutral,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-11,8885.327477,25,32.0,Profit,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-12,541.55471,10,49.0,Profit,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-13,0.0,10,50.0,Neutral,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-14,1913.61958,5,48.0,Profit,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-15,1170.2260760000001,7,65.0,Profit,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-16,219.480876,11,73.0,Profit,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-17,36.11496,8,71.0,Profit,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-18,333.219141,6,73.0,Profit,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-19,0.0,4,72.0,Neutral,Profit,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-20,229.060526,6,73.0,Profit,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-21,0.0,11,72.0,Neutral,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-22,0.0,3,70.0,Neutral,Loss,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-23,-46.489941,18,71.0,Loss,Profit,0
